"eventID","individualCount","organismQuantity","organismQuantityType","occurrenceStatus","dynamicProperties","kingdom","phylum","class","order","family","genus","scientificName","lifeStage","taxonID","X","basisOfRecord","institutionCode","preparations","identifiedBy","identificationRemarks"
"142","0fdbaef8-7403-44dd-9ce4-6e045391159c",48,19.42951095,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"143","5dd8fe12-99ae-4650-85fd-3d43c89c93c8",40,16.19125912,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"144","70fb88d0-af8d-4583-97e2-347adbde08c7",55,22.2629813,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"145","09ebf066-2dc5-41ca-8d7c-271f0cdfe14d",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"146","cdf9a373-80bc-478c-b663-62e7b96393f2",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"147","b4759d26-a8a9-4d20-8e16-1a701cbc7911",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"148","750ed7a9-06e3-4312-bc9a-fbcaa0e1d76d",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"149","a59011f0-9307-4d50-a40c-9896a2c54117",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"150","f0baf7ba-7836-4943-9c4a-1794f6427857",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"151","3f91f3a4-7833-4873-8891-1408d3e73ef2",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"152","64802786-2188-4f8e-bfb4-0ed8edfa11ce",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"153","fe15c787-5a52-454a-aa2a-76aeca1cfbc3",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"154","46d5994e-9949-427c-8b8f-eeba1c60c3e5",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"155","757afffc-eb62-40a7-8600-57f6a954c94d",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"156","99a0ff2a-129f-4e54-afd3-2e57c2955e11",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"157","c4852de4-ba9c-4028-907a-5ad92bbe4f7a",227,70.02489112,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"158","e90f5588-3874-4925-abc9-8ce8f3069217",312,96.24566533,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"159","ad8159d2-3992-433f-bd00-c432f83c0d71",236,72.80120839,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"160","ded0d924-218d-460d-90f4-2f5ecd212ea0",144,74.32511419,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"161","feaf02c3-47d5-46a0-abf6-308dd3208029",74,38.19485035,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"162","5347fd5d-9a84-4000-85fe-99a5050aa320",117,60.38915528,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"163","05101fd7-7c85-4aee-bd9a-b4961d7fb2e9",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"164","e032184d-146f-4aa8-8184-0b382506c426",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"165","d7556705-81ce-4813-975d-67c6c06a1350",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"166","ef359df2-f07f-46dc-a3aa-73aee996761e",29,6.498198835,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"167","c780394d-b3e1-4150-91c2-e67f061ea716",96,21.5112789,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"168","eb498ed9-dc7f-431a-a8b9-d5febd56806f",68,15.23715589,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"169","4ce72bb4-5ad8-42c3-838e-0bb0f4968fd2",2,0.25922878,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"170","06a42d1e-7207-4bc8-bf60-f450fb4cd314",3,0.38884317,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"171","53a06b1f-5b71-4e8b-a621-8f8fc494585c",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"172","ec85e780-db37-4617-aa1c-a71a5b06eb5f",21,11.78739807,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"173","6315b41d-6ef5-4ee1-85b8-fe93d7f5ce89",29,16.27783543,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"174","cbbb83ee-dfc8-4190-8dc4-9cce50db689d",16,8.98087472,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"175","5616654b-bbc5-4e27-a24f-a26782df56a6",21,7.893804004,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"176","f1322e56-49aa-41e3-8408-57efbfb77552",41,15.41171258,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"177","fd5a3cbc-e287-44a5-a013-0f182a86ab18",7,2.631268001,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"178","a34d7939-fc43-4420-ac99-b4596266c17f",364,107.8012718,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"179","1fea3ef3-0f03-4bda-a34c-3c42e953160a",264,78.18553781,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"180","95881575-f2df-41e9-8622-e1396f50348b",660,195.4638445,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"181","0f24336e-1f76-41fa-9b34-aa226a973689",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"182","7308bdd0-3b42-4d47-932e-4d732af17743",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"183","363de890-d7df-4e4c-bc87-685fb91ff556",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"184","6459a983-1a4d-4f59-8bf9-4c32147e8f53",59,15.27591843,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"185","24a6e52c-b59e-462c-8e13-8639a001d98f",182,47.12232465,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"186","847adb30-0877-467b-a2d5-4746a7b9ef3d",21,5.437191306,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"187","7fc8bb0c-ce8b-4ed2-a391-5b177d2c4ab7",52,24.86819517,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"188","8b0b8f1f-cf51-4b1c-a220-a52d2ad31dfc",74,35.38935466,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"189","5163f49f-48f6-4d03-86b0-252ee136c5ab",19,9.086455926,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"190","82e16cea-378c-4263-9ab0-91cafd73e539",1,0.233944898,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"191","7b173d8b-740e-43ac-a682-42e2053e42bd",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"192","7a393d2c-d2ec-4523-b976-75c4ff51a2d8",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"193","6feedf80-c964-46bd-aeff-32f5f6b62f32",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"194","76e311ad-1522-4312-9d7c-5d5ab99b8957",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"195","adec4968-d649-4bf3-ba17-1f18ff5b8f3f",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"196","21542873-4bf0-463b-9a1e-edf5f82fa091",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"197","c941ad90-6262-44dd-a329-d93596f125d4",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"198","ba6cb55f-0bd1-40fa-bb40-8362829a88eb",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"199","260b77c7-7774-4664-aac0-db91b1606a25",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"200","e2eb6ecb-4a7a-410a-b80e-0e39a7df5e5d",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"201","0447e44d-629a-4138-b05c-3e2d0911ffab",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"202","97210da6-b7f3-47cd-a043-0d8fa84a81a7",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"203","9afc0cc8-5534-4faa-b19e-ed139e7d0040",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"204","ec37e812-0b8e-478d-b567-d05a9ce0a1a7",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
